0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:32 +0800] "GET / HTTP/1.1" 200 11418
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:35 +0800] "GET /Weixin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:36 +0800] "GET /Weixin/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:37 +0800] "GET /Weixin/web/index.html HTTP/1.1" 200 1735
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:37 +0800] "GET /Weixin/web/css/index.css HTTP/1.1" 200 9813
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:37 +0800] "GET /Weixin/web/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:37 +0800] "GET /Weixin/web/js/lodash-compat/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:37 +0800] "GET /Weixin/web/js/jquery/jquery.1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:38 +0800] "GET /Weixin/web/images/BG.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:38 +0800] "GET /Weixin/web/images/BG_02.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:38 +0800] "GET /Weixin/web/images/BG_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:42 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:43 +0800] "POST /Weixin/web/login.action HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:37:49 +0800] "POST /Weixin/web/login.action HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:01 +0800] "POST /Weixin/web/login.action HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:01 +0800] "GET /Weixin/web/index.html HTTP/1.1" 200 1306
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:01 +0800] "GET /Weixin/web/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:01 +0800] "GET /Weixin/web/js/jquery/jquery.1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:01 +0800] "GET /Weixin/web/js/lodash-compat/lodash.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:01 +0800] "GET /Weixin/web/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:02 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:25 +0800] "GET /Weixin/web/showLotteryDraw.action?prizeItemId=1 HTTP/1.1" 200 5680
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:25 +0800] "GET /Weixin/web/images/left-qiu_02.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:25 +0800] "GET /Weixin/web/images/grid1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:26 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:26 +0800] "POST /Weixin/web/getAllMemberInfo4Draw.action HTTP/1.1" 200 5095
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:31 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:33 +0800] "GET /Weixin/web/showLotteryDraw.action?prizeItemId=4 HTTP/1.1" 200 5680
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:33 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:33 +0800] "POST /Weixin/web/getAllMemberInfo4Draw.action HTTP/1.1" 200 5095
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:40 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:54 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:56 +0800] "GET /Weixin/web/configLotteryShake.action HTTP/1.1" 200 3287
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:57 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:57 +0800] "GET /Weixin/web/images/redpack/pic-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:57 +0800] "GET /Weixin/web/images/redpack/pic-4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:57 +0800] "GET /Weixin/web/images/redpack/pic-3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:57 +0800] "GET /Weixin/web/images/redpack/pic-6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:57 +0800] "GET /Weixin/web/images/redpack/pic-2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:38:57 +0800] "GET /Weixin/web/images/redpack/pic-5.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:39:00 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:39:03 +0800] "POST /Weixin/web/getAllPrizeItem.action HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:52 +0800] "GET /Weixin/web/demo/dist/index2.html HTTP/1.1" 200 122846
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:52 +0800] "GET /Weixin/web/demo/dist/index.css HTTP/1.1" 200 103201
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:52 +0800] "GET /Weixin/web/demo/dist/index.js HTTP/1.1" 200 1212
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:52 +0800] "GET /Weixin/web/demo/lib/jquery-2.2.4.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:53 +0800] "GET /Weixin/web/demo/img/39.jpg HTTP/1.1" 200 47041
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:53 +0800] "GET /Weixin/web/demo/img/42.jpg HTTP/1.1" 200 22397
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:53 +0800] "GET /Weixin/web/demo/img/40.jpg HTTP/1.1" 200 155785
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:53 +0800] "GET /Weixin/web/demo/img/27.jpg HTTP/1.1" 200 50146
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:53 +0800] "GET /Weixin/web/demo/img/46.jpg HTTP/1.1" 200 26810
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:53 +0800] "GET /Weixin/web/demo/img/10.jpg HTTP/1.1" 200 36552
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:53 +0800] "GET /Weixin/web/demo/img/6.jpg HTTP/1.1" 200 23415
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:53 +0800] "GET /Weixin/web/demo/img/38.jpg HTTP/1.1" 200 39994
0:0:0:0:0:0:0:1 - - [27/Dec/2016:15:41:53 +0800] "GET /Weixin/web/demo/img/49.jpg HTTP/1.1" 200 65438
